Random Search
id,x,y,cost
115,893,1198,166
89,1922,1845,754
159,331,1322,704
141,1521,1224,1845
81,3901,849,606
113,3819,191,283
40,3585,1109,277
33,2578,1230,1855
31,3697,324,394
65,928,782,163
178,3134,1169,420
180,1913,314,175
185,3469,1080,64
44,3134,177,311
32,3125,1312,1585
165,3576,1287,286
73,2791,1912,1390
75,2614,132,360
130,2207,907,1687
152,2549,554,351
196,3688,759,727
39,3637,1416,1066
179,3369,697,889
63,1972,616,129
199,262,1669,1307
97,2465,426,310
70,1639,4,622
2,2769,430,500
30,97,409,1025
93,939,1962,860
72,1341,844,1284
114,2286,1740,1022
59,1172,933,125
154,1878,234,262
172,2861,825,1809
101,2504,302,297
11,681,385,1727
145,3400,530,145
85,3779,320,1618
181,314,954,736
109,1410,1050,1326
54,165,413,557
182,2088,453,1327
121,2218,431,1094
153,1508,1818,1287
1,2524,387,414
86,2398,214,497
9,2662,1405,776
143,1417,1961,424
20,34,1705,1371
71,3964,1678,1284
43,724,765,581
111,2559,975,1478
102,2866,1409,939
136,2065,430,1302
157,3735,514,1106
35,729,356,976
160,307,671,228
82,3069,412,1133
139,772,1422,150
184,518,452,296
84,656,226,931
6,1748,185,1859
186,2121,1641,859
151,1525,726,291
133,1675,616,491
106,3171,1147,264
104,278,318,1655
16,3562,3,82
107,3983,1428,1958
105,849,777,1383
18,229,1847,182
173,1795,337,1802
198,910,1383,1255
192,350,802,1689
80,1823,868,445
122,1954,737,1183
188,3848,355,1993
87,2685,520,1842
191,701,1438,1573
120,3016,260,34
55,3144,924,585
96,664,1058,1278
49,2943,1341,104
164,3842,1892,597
123,1199,322,119
94,2237,764,323
19,2346,573,1500
195,189,1151,1145
29,990,47,1499
149,993,581,849
21,3365,1888,774
148,2498,1204,450
56,3796,244,1046
177,263,208,527
118,1229,1036,824
42,583,895,158
155,2935,1553,1624
90,3991,1300,246
127,1311,113,736
115,893,1198,166

Local Steepest Edge (Random Path)
id,x,y,cost
34,43,770,191
181,314,954,736
42,583,895,158
41,550,1241,379
193,501,1290,5
159,331,1322,704
146,60,1148,839
22,47,1340,88
18,229,1847,182
69,359,1840,1033
108,389,1979,686
93,939,1962,860
117,1199,1948,611
143,1417,1961,424
0,1355,1796,496
46,1065,1451,526
68,922,1647,785
139,772,1422,150
115,893,1198,166
59,1172,933,125
118,1229,1036,824
51,1479,1027,617
151,1525,726,291
162,1416,553,555
133,1675,616,491
180,1913,314,175
63,1972,616,129
79,1852,682,561
80,1823,868,445
176,1774,1020,70
137,1902,1390,293
183,1838,1943,43
89,1922,1845,754
23,2005,1631,819
186,2121,1641,859
148,2498,1204,450
9,2662,1405,776
62,2678,1417,182
102,2866,1409,939
49,2943,1341,104
144,2898,1609,168
14,3088,1482,267
138,3226,1399,1055
185,3469,1080,64
40,3585,1109,277
119,3587,1123,1064
165,3576,1287,286
90,3991,1300,246
81,3901,849,606
196,3688,759,727
157,3735,514,1106
31,3697,324,394
113,3819,191,283
175,3828,57,178
171,3726,56,237
16,3562,3,82
78,3399,405,20
145,3400,530,145
44,3134,177,311
120,3016,260,34
2,2769,430,500
129,3023,557,657
92,3174,606,390
179,3369,697,889
57,3134,746,555
55,3144,924,585
52,3166,973,557
106,3171,1147,264
178,3134,1169,420
167,2682,984,960
94,2237,764,323
152,2549,554,351
97,2465,426,310
26,2371,371,834
100,2343,360,965
1,2524,387,414
101,2504,302,297
75,2614,132,360
86,2398,214,497
53,2097,299,81
154,1878,234,262
135,1651,164,197
70,1639,4,622
127,1311,113,736
123,1199,322,119
149,993,581,849
131,949,576,1018
