Random Search
id,x,y,cost
172,2861,825,1809
140,864,1933,945
78,3399,405,20
83,2133,1803,1899
196,3688,759,727
31,3697,324,394
9,2662,1405,776
153,1508,1818,1287
4,661,87,903
130,2207,907,1687
75,2614,132,360
73,2791,1912,1390
125,2605,556,1940
27,3990,1450,974
129,3023,557,657
15,2428,1551,891
104,278,318,1655
117,1199,1948,611
2,2769,430,500
119,3587,1123,1064
71,3964,1678,1284
167,2682,984,960
176,1774,1020,70
51,1479,1027,617
108,389,1979,686
94,2237,764,323
55,3144,924,585
40,3585,1109,277
1,2524,387,414
158,2032,230,1155
121,2218,431,1094
19,2346,573,1500
12,2219,964,1370
82,3069,412,1133
189,2298,573,1226
168,3507,486,1856
114,2286,1740,1022
13,3741,252,1839
174,3797,990,1716
107,3983,1428,1958
169,3661,867,1528
143,1417,1961,424
170,1358,1913,1350
131,949,576,1018
116,883,826,345
10,249,47,774
198,910,1383,1255
93,939,1962,860
14,3088,1482,267
18,229,1847,182
159,331,1322,704
17,3734,657,1819
144,2898,1609,168
173,1795,337,1802
182,2088,453,1327
139,772,1422,150
120,3016,260,34
62,2678,1417,182
59,1172,933,125
184,518,452,296
199,262,1669,1307
95,3691,1650,1075
164,3842,1892,597
88,3626,4,1866
97,2465,426,310
148,2498,1204,450
99,2246,490,1895
33,2578,1230,1855
180,1913,314,175
35,729,356,976
155,2935,1553,1624
186,2121,1641,859
118,1229,1036,824
92,3174,606,390
87,2685,520,1842
163,535,1791,1423
150,2540,260,1935
142,499,1421,1871
81,3901,849,606
157,3735,514,1106
0,1355,1796,496
187,3903,911,1635
25,3209,224,756
90,3991,1300,246
91,3430,746,1510
112,816,83,607
44,3134,177,311
49,2943,1341,104
175,3828,57,178
57,3134,746,555
50,3846,256,1947
52,3166,973,557
42,583,895,158
77,816,696,1351
41,550,1241,379
109,1410,1050,1326
5,628,974,1081
60,1285,1233,1686
69,359,1840,1033
185,3469,1080,64
172,2861,825,1809

Local Steepest Edge (Random Path)
id,x,y,cost
113,3819,191,283
56,3796,244,1046
31,3697,324,394
78,3399,405,20
145,3400,530,145
196,3688,759,727
81,3901,849,606
90,3991,1300,246
165,3576,1287,286
119,3587,1123,1064
40,3585,1109,277
185,3469,1080,64
92,3174,606,390
129,3023,557,657
57,3134,746,555
55,3144,924,585
52,3166,973,557
106,3171,1147,264
178,3134,1169,420
3,3131,1199,1133
138,3226,1399,1055
14,3088,1482,267
144,2898,1609,168
49,2943,1341,104
102,2866,1409,939
62,2678,1417,182
9,2662,1405,776
148,2498,1204,450
137,1902,1390,293
89,1922,1845,754
183,1838,1943,43
143,1417,1961,424
0,1355,1796,496
117,1199,1948,611
93,939,1962,860
68,922,1647,785
46,1065,1451,526
198,910,1383,1255
115,893,1198,166
139,772,1422,150
41,550,1241,379
193,501,1290,5
159,331,1322,704
18,229,1847,182
22,47,1340,88
146,60,1148,839
34,43,770,191
54,165,413,557
177,263,208,527
10,249,47,774
4,661,87,903
112,816,83,607
84,656,226,931
35,729,356,976
184,518,452,296
48,227,534,986
160,307,671,228
181,314,954,736
42,583,895,158
5,628,974,1081
43,724,765,581
116,883,826,345
65,928,782,163
131,949,576,1018
149,993,581,849
59,1172,933,125
118,1229,1036,824
109,1410,1050,1326
51,1479,1027,617
176,1774,1020,70
80,1823,868,445
79,1852,682,561
133,1675,616,491
151,1525,726,291
162,1416,553,555
123,1199,322,119
127,1311,113,736
70,1639,4,622
135,1651,164,197
154,1878,234,262
180,1913,314,175
158,2032,230,1155
53,2097,299,81
121,2218,431,1094
63,1972,616,129
94,2237,764,323
26,2371,371,834
86,2398,214,497
75,2614,132,360
101,2504,302,297
1,2524,387,414
97,2465,426,310
152,2549,554,351
2,2769,430,500
120,3016,260,34
44,3134,177,311
25,3209,224,756
16,3562,3,82
171,3726,56,237
175,3828,57,178
113,3819,191,283

Local Steepest Edge with LM (Random Path)
id,x,y,cost
139,772,1422,150
46,1065,1451,526
115,893,1198,166
5,628,974,1081
42,583,895,158
43,724,765,581
116,883,826,345
65,928,782,163
59,1172,933,125
118,1229,1036,824
51,1479,1027,617
176,1774,1020,70
80,1823,868,445
79,1852,682,561
133,1675,616,491
151,1525,726,291
162,1416,553,555
123,1199,322,119
149,993,581,849
131,949,576,1018
35,729,356,976
184,518,452,296
160,307,671,228
34,43,770,191
48,227,534,986
54,165,413,557
177,263,208,527
10,249,47,774
190,373,80,931
4,661,87,903
112,816,83,607
127,1311,113,736
194,1514,277,1340
135,1651,164,197
70,1639,4,622
154,1878,234,262
180,1913,314,175
53,2097,299,81
63,1972,616,129
94,2237,764,323
152,2549,554,351
97,2465,426,310
1,2524,387,414
101,2504,302,297
26,2371,371,834
100,2343,360,965
86,2398,214,497
75,2614,132,360
2,2769,430,500
120,3016,260,34
44,3134,177,311
25,3209,224,756
16,3562,3,82
171,3726,56,237
175,3828,57,178
113,3819,191,283
56,3796,244,1046
31,3697,324,394
157,3735,514,1106
196,3688,759,727
81,3901,849,606
90,3991,1300,246
27,3990,1450,974
165,3576,1287,286
119,3587,1123,1064
40,3585,1109,277
185,3469,1080,64
179,3369,697,889
145,3400,530,145
78,3399,405,20
92,3174,606,390
129,3023,557,657
57,3134,746,555
55,3144,924,585
52,3166,973,557
106,3171,1147,264
178,3134,1169,420
3,3131,1199,1133
49,2943,1341,104
14,3088,1482,267
144,2898,1609,168
102,2866,1409,939
62,2678,1417,182
9,2662,1405,776
148,2498,1204,450
137,1902,1390,293
23,2005,1631,819
89,1922,1845,754
183,1838,1943,43
143,1417,1961,424
0,1355,1796,496
117,1199,1948,611
93,939,1962,860
108,389,1979,686
18,229,1847,182
22,47,1340,88
146,60,1148,839
159,331,1322,704
193,501,1290,5
41,550,1241,379
139,772,1422,150

MSLS (20 runs x 200 iterations)
id,x,y,cost
39,3637,1416,1066
90,3991,1300,246
81,3901,849,606
196,3688,759,727
157,3735,514,1106
31,3697,324,394
56,3796,244,1046
113,3819,191,283
175,3828,57,178
171,3726,56,237
16,3562,3,82
78,3399,405,20
25,3209,224,756
44,3134,177,311
120,3016,260,34
2,2769,430,500
75,2614,132,360
86,2398,214,497
101,2504,302,297
1,2524,387,414
152,2549,554,351
97,2465,426,310
26,2371,371,834
53,2097,299,81
158,2032,230,1155
180,1913,314,175
154,1878,234,262
135,1651,164,197
70,1639,4,622
127,1311,113,736
123,1199,322,119
162,1416,553,555
151,1525,726,291
133,1675,616,491
79,1852,682,561
63,1972,616,129
94,2237,764,323
80,1823,868,445
176,1774,1020,70
51,1479,1027,617
118,1229,1036,824
59,1172,933,125
149,993,581,849
131,949,576,1018
65,928,782,163
116,883,826,345
43,724,765,581
42,583,895,158
5,628,974,1081
115,893,1198,166
139,772,1422,150
41,550,1241,379
193,501,1290,5
159,331,1322,704
181,314,954,736
160,307,671,228
184,518,452,296
84,656,226,931
112,816,83,607
4,661,87,903
10,249,47,774
177,263,208,527
54,165,413,557
34,43,770,191
146,60,1148,839
22,47,1340,88
199,262,1669,1307
18,229,1847,182
69,359,1840,1033
