Random Search
id,x,y,cost
130,3461,1269,475
127,3238,171,238
151,642,673,676
181,3209,1224,935
83,3014,1243,741
168,1848,1559,75
178,683,1750,711
16,119,890,585
70,2012,1975,87
183,3276,1559,31
193,579,472,333
96,170,1403,826
66,3928,1338,512
113,3325,479,63
26,3278,370,683
55,2959,1326,289
90,767,1474,99
107,73,1855,324
82,2005,510,381
162,902,44,623
60,3979,1762,164
174,3115,1498,766
165,3139,124,509
18,2954,1253,65
139,1680,1260,362
118,1204,1227,591
137,3433,28,262
106,2905,891,68
36,1677,73,103
69,2371,1434,856
52,3784,960,767
177,1450,398,52
115,747,1840,797
31,632,506,215
125,804,1364,658
101,3478,1919,906
194,3437,588,248
53,2920,1809,791
6,1456,1804,329
128,3079,1029,534
191,817,1510,609
192,1236,1832,911
40,7,1897,120
25,1309,801,319
134,1424,1502,419
179,3749,1066,205
64,3217,791,927
21,1820,435,299
7,1420,157,945
102,129,1293,732
100,114,1710,594
72,219,1778,698
28,3485,1906,229
50,2256,517,914
173,905,550,707
98,1116,1294,697
198,441,604,470
8,1946,680,119
84,2347,1997,874
13,1889,1720,411
5,1191,249,141
65,1655,1900,908
197,254,827,839
57,3999,1093,628
11,1777,1185,330
56,1911,804,697
163,3078,311,182
68,2040,690,962
95,3370,1235,263
160,1978,992,421
89,3196,229,303
182,1595,1058,485
54,637,536,299
17,210,1841,799
189,2383,1648,502
109,2279,1148,144
199,3447,1705,619
111,2184,746,270
110,3208,1020,990
119,2735,684,850
138,1706,1019,244
4,3337,1928,515
176,3281,586,6
158,1118,954,743
131,555,1117,355
15,2085,1797,350
39,2132,1084,891
12,2196,1078,893
94,3944,1385,108
88,3334,578,840
38,70,984,384
185,3525,1112,27
155,2452,1841,197
175,1131,69,131
144,1992,864,486
136,783,317,486
116,990,1092,808
42,165,550,579
1,278,832,247
27,2,879,400
130,3461,1269,475

Local Steepest Edge (Random Path)
id,x,y,cost
146,2640,88,715
187,2813,30,216
165,3139,124,509
127,3238,171,238
89,3196,229,303
163,3078,311,182
103,3241,318,302
114,3431,256,381
113,3325,479,63
180,3274,562,635
176,3281,586,6
194,3437,588,248
166,3525,715,67
86,3382,964,27
95,3370,1235,263
130,3461,1269,475
99,3586,1263,451
22,3619,1219,596
185,3525,1112,27
179,3749,1066,205
94,3944,1385,108
47,3907,1503,174
148,3825,1576,145
60,3979,1762,164
20,3731,1803,11
28,3485,1906,229
149,3388,1945,501
4,3337,1928,515
199,3447,1705,619
140,3287,1689,60
183,3276,1559,31
152,2909,1748,83
34,2834,1384,245
55,2959,1326,289
18,2954,1253,65
62,2964,1170,51
124,2932,989,109
106,2905,891,68
35,2314,1089,132
109,2279,1148,144
0,2249,1105,40
29,2154,1156,28
160,1978,992,421
33,1893,1017,78
138,1706,1019,244
11,1777,1185,330
139,1680,1260,362
168,1848,1559,75
