Random Search
id,x,y,cost
179,3749,1066,205
47,3907,1503,174
149,3388,1945,501
78,1152,93,410
169,1713,1818,92
157,1690,787,856
30,414,551,842
98,1116,1294,697
63,32,1428,56
195,1882,1616,342
9,3503,1542,610
48,3793,578,792
37,2339,880,952
189,2383,1648,502
36,1677,73,103
66,3928,1338,512
52,3784,960,767
5,1191,249,141
87,1866,460,712
17,210,1841,799
61,1736,127,313
135,277,1305,92
3,2116,1873,105
126,1822,1668,732
139,1680,1260,362
187,2813,30,216
4,3337,1928,515
28,3485,1906,229
15,2085,1797,350
186,2851,343,952
162,902,44,623
165,3139,124,509
7,1420,157,945
88,3334,578,840
109,2279,1148,144
111,2184,746,270
155,2452,1841,197
117,513,566,31
70,2012,1975,87
183,3276,1559,31
146,2640,88,715
13,1889,1720,411
120,977,1482,796
105,649,254,892
22,3619,1219,596
75,3736,103,646
177,1450,398,52
178,683,1750,711
104,1842,787,381
45,1060,195,505
73,700,487,488
71,954,1556,744
11,1777,1185,330
19,810,808,692
175,1131,69,131
72,219,1778,698
138,1706,1019,244
181,3209,1224,935
122,425,1514,155
190,667,101,52
170,2829,1619,522
32,240,1344,797
116,990,1092,808
64,3217,791,927
6,1456,1804,329
95,3370,1235,263
121,846,1034,10
173,905,550,707
49,1904,1118,704
83,3014,1243,741
33,1893,1017,78
123,1306,516,914
68,2040,690,962
82,2005,510,381
42,165,550,579
44,449,1756,847
89,3196,229,303
171,1601,634,953
29,2154,1156,28
161,1973,1935,708
56,1911,804,697
25,1309,801,319
142,1120,129,575
1,278,832,247
143,2702,900,336
0,2249,1105,40
163,3078,311,182
74,1300,1251,646
199,3447,1705,619
128,3079,1029,534
188,1622,1862,198
54,637,536,299
115,747,1840,797
24,321,724,832
125,804,1364,658
114,3431,256,381
185,3525,1112,27
20,3731,1803,11
12,2196,1078,893
26,3278,370,683
179,3749,1066,205

Nearest Neighbor (End)
id,x,y,cost
16,119,890,585
1,278,832,247
117,513,566,31
31,632,506,215
54,637,536,299
193,579,472,333
190,667,101,52
80,673,52,170
175,1131,69,131
5,1191,249,141
177,1450,398,52
36,1677,73,103
61,1736,127,313
141,2098,6,25
77,2282,296,81
153,2717,358,51
163,3078,311,182
176,3281,586,6
113,3325,479,63
166,3525,715,67
86,3382,964,27
185,3525,1112,27
179,3749,1066,205
94,3944,1385,108
47,3907,1503,174
148,3825,1576,145
20,3731,1803,11
60,3979,1762,164
28,3485,1906,229
140,3287,1689,60
183,3276,1559,31
152,2909,1748,83
18,2954,1253,65
62,2964,1170,51
124,2932,989,109
106,2905,891,68
143,2702,900,336
0,2249,1105,40
29,2154,1156,28
109,2279,1148,144
35,2314,1089,132
33,1893,1017,78
138,1706,1019,244
11,1777,1185,330
168,1848,1559,75
169,1713,1818,92
188,1622,1862,198
70,2012,1975,87
3,2116,1873,105
145,2043,1713,221
15,2085,1797,350
155,2452,1841,197
189,2383,1648,502
34,2834,1384,245
55,2959,1326,289
95,3370,1235,263
130,3461,1269,475
99,3586,1263,451
22,3619,1219,596
66,3928,1338,512
154,3958,1389,782
57,3999,1093,628
172,3848,995,539
194,3437,588,248
103,3241,318,302
127,3238,171,238
89,3196,229,303
137,3433,28,262
114,3431,256,381
165,3139,124,509
187,2813,30,216
146,2640,88,715
81,2453,462,379
111,2184,746,270
8,1946,680,119
104,1842,787,381
21,1820,435,299
82,2005,510,381
144,1992,864,486
160,1978,992,421
139,1680,1260,362
182,1595,1058,485
25,1309,801,319
121,846,1034,10
90,767,1474,99
122,425,1514,155
135,277,1305,92
63,32,1428,56
40,7,1897,120
107,73,1855,324
100,114,1710,594
133,514,1770,371
10,592,1848,471
147,1085,1811,147
6,1456,1804,329
134,1424,1502,419
51,1000,1347,314
98,1116,1294,697
118,1204,1227,591
74,1300,1251,646
16,119,890,585

Nearest Neighbor (Flexible)
id,x,y,cost
63,32,1428,56
135,277,1305,92
131,555,1117,355
121,846,1034,10
51,1000,1347,314
90,767,1474,99
191,817,1510,609
147,1085,1811,147
6,1456,1804,329
188,1622,1862,198
169,1713,1818,92
132,1833,1789,381
13,1889,1720,411
70,2012,1975,87
3,2116,1873,105
15,2085,1797,350
145,2043,1713,221
195,1882,1616,342
168,1848,1559,75
139,1680,1260,362
11,1777,1185,330
182,1595,1058,485
138,1706,1019,244
33,1893,1017,78
160,1978,992,421
29,2154,1156,28
0,2249,1105,40
109,2279,1148,144
35,2314,1089,132
143,2702,900,336
106,2905,891,68
124,2932,989,109
62,2964,1170,51
18,2954,1253,65
55,2959,1326,289
34,2834,1384,245
170,2829,1619,522
152,2909,1748,83
183,3276,1559,31
140,3287,1689,60
4,3337,1928,515
149,3388,1945,501
28,3485,1906,229
20,3731,1803,11
60,3979,1762,164
148,3825,1576,145
47,3907,1503,174
94,3944,1385,108
66,3928,1338,512
179,3749,1066,205
185,3525,1112,27
22,3619,1219,596
99,3586,1263,451
130,3461,1269,475
95,3370,1235,263
86,3382,964,27
166,3525,715,67
194,3437,588,248
176,3281,586,6
180,3274,562,635
113,3325,479,63
103,3241,318,302
114,3431,256,381
137,3433,28,262
127,3238,171,238
89,3196,229,303
163,3078,311,182
187,2813,30,216
153,2717,358,51
81,2453,462,379
77,2282,296,81
141,2098,6,25
91,1856,126,523
36,1677,73,103
61,1736,127,313
21,1820,435,299
82,2005,510,381
111,2184,746,270
144,1992,864,486
8,1946,680,119
104,1842,787,381
177,1450,398,52
5,1191,249,141
45,1060,195,505
142,1120,129,575
78,1152,93,410
175,1131,69,131
162,902,44,623
80,673,52,170
190,667,101,52
136,783,317,486
73,700,487,488
193,579,472,333
31,632,506,215
54,637,536,299
117,513,566,31
198,441,604,470
156,297,653,506
1,278,832,247
197,254,827,839
63,32,1428,56

Greedy Cycle
id,x,y,cost
85,1365,1457,784
51,1000,1347,314
121,846,1034,10
131,555,1117,355
135,277,1305,92
63,32,1428,56
122,425,1514,155
133,514,1770,371
10,592,1848,471
90,767,1474,99
191,817,1510,609
147,1085,1811,147
6,1456,1804,329
188,1622,1862,198
169,1713,1818,92
132,1833,1789,381
13,1889,1720,411
161,1973,1935,708
70,2012,1975,87
3,2116,1873,105
15,2085,1797,350
145,2043,1713,221
195,1882,1616,342
168,1848,1559,75
29,2154,1156,28
109,2279,1148,144
35,2314,1089,132
0,2249,1105,40
111,2184,746,270
81,2453,462,379
153,2717,358,51
163,3078,311,182
180,3274,562,635
176,3281,586,6
86,3382,964,27
95,3370,1235,263
128,3079,1029,534
106,2905,891,68
143,2702,900,336
124,2932,989,109
62,2964,1170,51
18,2954,1253,65
55,2959,1326,289
34,2834,1384,245
170,2829,1619,522
152,2909,1748,83
183,3276,1559,31
140,3287,1689,60
4,3337,1928,515
149,3388,1945,501
28,3485,1906,229
20,3731,1803,11
60,3979,1762,164
148,3825,1576,145
47,3907,1503,174
94,3944,1385,108
66,3928,1338,512
22,3619,1219,596
130,3461,1269,475
99,3586,1263,451
185,3525,1112,27
179,3749,1066,205
172,3848,995,539
166,3525,715,67
194,3437,588,248
113,3325,479,63
114,3431,256,381
137,3433,28,262
103,3241,318,302
89,3196,229,303
127,3238,171,238
165,3139,124,509
187,2813,30,216
146,2640,88,715
77,2282,296,81
97,2352,181,604
141,2098,6,25
91,1856,126,523
36,1677,73,103
61,1736,127,313
175,1131,69,131
78,1152,93,410
142,1120,129,575
45,1060,195,505
5,1191,249,141
177,1450,398,52
82,2005,510,381
87,1866,460,712
21,1820,435,299
8,1946,680,119
104,1842,787,381
56,1911,804,697
144,1992,864,486
160,1978,992,421
33,1893,1017,78
138,1706,1019,244
182,1595,1058,485
11,1777,1185,330
139,1680,1260,362
134,1424,1502,419
85,1365,1457,784

Greedy Cycle (2-Regret)
id,x,y,cost
18,2954,1253,65
34,2834,1384,245
174,3115,1498,766
183,3276,1559,31
9,3503,1542,610
99,3586,1263,451
185,3525,1112,27
179,3749,1066,205
172,3848,995,539
57,3999,1093,628
66,3928,1338,512
47,3907,1503,174
60,3979,1762,164
20,3731,1803,11
59,3624,1821,751
28,3485,1906,229
4,3337,1928,515
