Random Search
id,x,y,cost
122,1954,737,1183
81,3901,849,606
196,3688,759,727
73,2791,1912,1390
144,2898,1609,168
42,583,895,158
119,3587,1123,1064
41,550,1241,379
133,1675,616,491
126,892,93,1631
136,2065,430,1302
4,661,87,903
104,278,318,1655
5,628,974,1081
27,3990,1450,974
173,1795,337,1802
148,2498,1204,450
71,3964,1678,1284
13,3741,252,1839
165,3576,1287,286
146,60,1148,839
178,3134,1169,420
14,3088,1482,267
35,729,356,976
103,11,1064,1203
117,1199,1948,611
199,262,1669,1307
8,3474,1230,1389
90,3991,1300,246
175,3828,57,178
129,3023,557,657
118,1229,1036,824
186,2121,1641,859
137,1902,1390,293
170,1358,1913,1350
91,3430,746,1510
17,3734,657,1819
123,1199,322,119
72,1341,844,1284
43,724,765,581
115,893,1198,166
36,771,1904,1497
54,165,413,557
23,2005,1631,819
15,2428,1551,891
112,816,83,607
46,1065,1451,526
183,1838,1943,43
53,2097,299,81
47,901,745,1188
142,499,1421,1871
82,3069,412,1133
167,2682,984,960
124,2337,850,962
9,2662,1405,776
120,3016,260,34
171,3726,56,237
132,2959,1856,1792
68,922,1647,785
12,2219,964,1370
156,932,34,1625
149,993,581,849
116,883,826,345
38,3660,427,1599
40,3585,1109,277
168,3507,486,1856
147,262,362,1931
193,501,1290,5
29,990,47,1499
10,249,47,774
84,656,226,931
111,2559,975,1478
80,1823,868,445
45,1450,602,1867
198,910,1383,1255
58,3855,1808,1284
88,3626,4,1866
37,2573,1231,1269
64,2401,1778,1685
188,3848,355,1993
60,1285,1233,1686
79,1852,682,561
70,1639,4,622
26,2371,371,834
113,3819,191,283
51,1479,1027,617
32,3125,1312,1585
78,3399,405,20
174,3797,990,1716
74,2571,560,1669
97,2465,426,310
182,2088,453,1327
135,1651,164,197
93,939,1962,860
195,189,1151,1145
152,2549,554,351
164,3842,1892,597
127,1311,113,736
130,2207,907,1687
138,3226,1399,1055
122,1954,737,1183

Nearest Neighbor
id,x,y,cost
124,2337,850,962
94,2237,764,323
63,1972,616,129
53,2097,299,81
180,1913,314,175
154,1878,234,262
135,1651,164,197
123,1199,322,119
65,928,782,163
116,883,826,345
59,1172,933,125
115,893,1198,166
139,772,1422,150
193,501,1290,5
41,550,1241,379
42,583,895,158
160,307,671,228
34,43,770,191
22,47,1340,88
18,229,1847,182
108,389,1979,686
69,359,1840,1033
159,331,1322,704
181,314,954,736
184,518,452,296
177,263,208,527
54,165,413,557
30,97,409,1025
48,227,534,986
43,724,765,581
151,1525,726,291
176,1774,1020,70
80,1823,868,445
79,1852,682,561
133,1675,616,491
162,1416,553,555
51,1479,1027,617
137,1902,1390,293
183,1838,1943,43
143,1417,1961,424
0,1355,1796,496
117,1199,1948,611
46,1065,1451,526
68,922,1647,785
93,939,1962,860
140,864,1933,945
36,771,1904,1497
163,535,1791,1423
199,262,1669,1307
146,60,1148,839
195,189,1151,1145
103,11,1064,1203
5,628,974,1081
96,664,1058,1278
118,1229,1036,824
149,993,581,849
131,949,576,1018
112,816,83,607
4,661,87,903
84,656,226,931
35,729,356,976
10,249,47,774
190,373,80,931
127,1311,113,736
70,1639,4,622
101,2504,302,297
97,2465,426,310
1,2524,387,414
152,2549,554,351
120,3016,260,34
78,3399,405,20
145,3400,530,145
185,3469,1080,64
40,3585,1109,277
165,3576,1287,286
90,3991,1300,246
81,3901,849,606
113,3819,191,283
175,3828,57,178
171,3726,56,237
16,3562,3,82
31,3697,324,394
44,3134,177,311
92,3174,606,390
57,3134,746,555
106,3171,1147,264
49,2943,1341,104
144,2898,1609,168
62,2678,1417,182
14,3088,1482,267
178,3134,1169,420
52,3166,973,557
55,3144,924,585
129,3023,557,657
2,2769,430,500
75,2614,132,360
86,2398,214,497
26,2371,371,834
100,2343,360,965
121,2218,431,1094
124,2337,850,962

Nearest Neighbor Flexible
id,x,y,cost
181,314,954,736
34,43,770,191
160,307,671,228
48,227,534,986
54,165,413,557
177,263,208,527
10,249,47,774
190,373,80,931
4,661,87,903
112,816,83,607
84,656,226,931
184,518,452,296
42,583,895,158
43,724,765,581
116,883,826,345
65,928,782,163
131,949,576,1018
149,993,581,849
123,1199,322,119
127,1311,113,736
162,1416,553,555
151,1525,726,291
133,1675,616,491
135,1651,164,197
70,1639,4,622
180,1913,314,175
154,1878,234,262
53,2097,299,81
100,2343,360,965
26,2371,371,834
86,2398,214,497
75,2614,132,360
44,3134,177,311
25,3209,224,756
16,3562,3,82
171,3726,56,237
175,3828,57,178
113,3819,191,283
56,3796,244,1046
31,3697,324,394
78,3399,405,20
145,3400,530,145
179,3369,697,889
92,3174,606,390
57,3134,746,555
52,3166,973,557
185,3469,1080,64
119,3587,1123,1064
40,3585,1109,277
196,3688,759,727
81,3901,849,606
90,3991,1300,246
165,3576,1287,286
106,3171,1147,264
178,3134,1169,420
14,3088,1482,267
144,2898,1609,168
62,2678,1417,182
9,2662,1405,776
148,2498,1204,450
102,2866,1409,939
49,2943,1341,104
55,3144,924,585
129,3023,557,657
120,3016,260,34
2,2769,430,500
101,2504,302,297
1,2524,387,414
97,2465,426,310
152,2549,554,351
124,2337,850,962
94,2237,764,323
63,1972,616,129
79,1852,682,561
80,1823,868,445
176,1774,1020,70
137,1902,1390,293
23,2005,1631,819
186,2121,1641,859
89,1922,1845,754
183,1838,1943,43
143,1417,1961,424
117,1199,1948,611
0,1355,1796,496
51,1479,1027,617
59,1172,933,125
118,1229,1036,824
115,893,1198,166
46,1065,1451,526
68,922,1647,785
139,772,1422,150
41,550,1241,379
193,501,1290,5
159,331,1322,704
69,359,1840,1033
108,389,1979,686
18,229,1847,182
22,47,1340,88
146,60,1148,839
195,189,1151,1145
181,314,954,736

Greedy Cycle
id,x,y,cost
0,1355,1796,496
46,1065,1451,526
68,922,1647,785
139,772,1422,150
193,501,1290,5
41,550,1241,379
115,893,1198,166
5,628,974,1081
42,583,895,158
181,314,954,736
159,331,1322,704
69,359,1840,1033
108,389,1979,686
18,229,1847,182
22,47,1340,88
146,60,1148,839
34,43,770,191
160,307,671,228
48,227,534,986
54,165,413,557
30,97,409,1025
177,263,208,527
10,249,47,774
190,373,80,931
4,661,87,903
112,816,83,607
84,656,226,931
35,729,356,976
184,518,452,296
43,724,765,581
116,883,826,345
65,928,782,163
59,1172,933,125
118,1229,1036,824
51,1479,1027,617
151,1525,726,291
133,1675,616,491
162,1416,553,555
123,1199,322,119
127,1311,113,736
70,1639,4,622
135,1651,164,197
180,1913,314,175
154,1878,234,262
53,2097,299,81
100,2343,360,965
26,2371,371,834
86,2398,214,497
75,2614,132,360
44,3134,177,311
25,3209,224,756
16,3562,3,82
171,3726,56,237
175,3828,57,178
113,3819,191,283
56,3796,244,1046
31,3697,324,394
78,3399,405,20
145,3400,530,145
179,3369,697,889
92,3174,606,390
57,3134,746,555
52,3166,973,557
185,3469,1080,64
119,3587,1123,1064
40,3585,1109,277
196,3688,759,727
81,3901,849,606
90,3991,1300,246
165,3576,1287,286
106,3171,1147,264
178,3134,1169,420
14,3088,1482,267
144,2898,1609,168
62,2678,1417,182
9,2662,1405,776
148,2498,1204,450
102,2866,1409,939
49,2943,1341,104
55,3144,924,585
129,3023,557,657
120,3016,260,34
2,2769,430,500
101,2504,302,297
1,2524,387,414
97,2465,426,310
152,2549,554,351
124,2337,850,962
94,2237,764,323
63,1972,616,129
79,1852,682,561
80,1823,868,445
176,1774,1020,70
137,1902,1390,293
23,2005,1631,819
186,2121,1641,859
89,1922,1845,754
183,1838,1943,43
143,1417,1961,424
117,1199,1948,611
0,1355,1796,496

Greedy Cycle 2-Regret
id,x,y,cost
1,2524,387,414
87,2685,520,1842
2,2769,430,500
120,3016,260,34
44,3134,177,311
25,3209,224,756
78,3399,405,20
16,3562,3,82
175,3828,57,178
56,3796,244,1046
188,3848,355,1993
157,3735,514,1106
17,3734,657,1819
98,3954,681,1727
81,3901,849,606
174,3797,990,1716
90,3991,1300,246
27,3990,1450,974
71,3964,1678,1284
164,3842,1892,597
7,3650,1882,945
21,3365,1888,774
138,3226,1399,1055
165,3576,1287,286
119,3587,1123,1064
185,3469,1080,64
91,3430,746,1510
55,3144,924,585
172,2861,825,1809
167,2682,984,960
37,2573,1231,1269
9,2662,1405,776
102,2866,1409,939
144,2898,1609,168
132,2959,1856,1792
73,2791,1912,1390
64,2401,1778,1685
114,2286,1740,1022
186,2121,1641,859
76,1842,1709,1888
137,1902,1390,293
176,1774,1020,70
66,1642,1125,1604
141,1521,1224,1845
60,1285,1233,1686
109,1410,1050,1326
72,1341,844,1284
59,1172,933,125
197,973,984,1637
116,883,826,345
77,816,696,1351
43,724,765,581
42,583,895,158
96,664,1058,1278
41,550,1241,379
159,331,1322,704
142,499,1421,1871
191,701,1438,1573
139,772,1422,150
198,910,1383,1255
46,1065,1451,526
0,1355,1796,496
143,1417,1961,424
117,1199,1948,611
93,939,1962,860
140,864,1933,945
36,771,1904,1497
67,554,1946,1688
69,359,1840,1033
18,229,1847,182
134,56,1957,1841
